1	N	95
1	J	95
0	J	95
1	R	95
2	N	97
2	J	97
1	W	97
2	R	97
3	N	127
3	J	127
2	J	127
3	R	127
3	W	135
2	R	135
2	E	146
1	J	146
1	R	146
4	N	147
4	J	147
1	W	147
4	R	147
5	N	212
5	J	212
4	W	213
5	R	213
4	J	217
5	E	218
4	R	218
4	W	228
0	R	229
0	W	229
4	J	449
4	R	449
4	W	449
0	R	449
4	J	481
4	R	481
4	W	481
0	R	481
4	J	486
4	R	486
4	W	486
0	R	486
4	J	523
4	R	523
4	W	523
0	R	523
4	J	533
4	R	533
6	N	538
6	J	538
4	W	538
6	R	539
6	E	550
4	J	550
4	R	550
7	N	552
7	J	552
4	W	553
7	R	553
4	J	557
7	E	558
4	R	558
4	W	559
0	R	559
4	J	773
4	R	773
4	W	773
0	R	773
4	J	787
4	R	787
4	W	787
0	R	787
4	J	816
4	R	816
4	W	816
0	R	816
4	J	825
4	R	825
4	W	825
0	R	825
4	J	835
4	R	835
4	W	835
0	R	835
4	J	855
4	R	855
4	W	855
0	R	855
4	J	893
4	R	893
4	W	893
0	R	893
4	J	922
4	R	922
4	W	922
0	R	922
4	J	928
4	R	928
4	W	928
0	R	928
4	J	959
4	R	959
4	W	959
0	R	959
4	J	995
4	R	995
4	W	995
4	J	996
0	R	996
4	R	996
4	W	996
0	R	996
4	J	1021
4	R	1021
4	W	1021
0	R	1021
4	J	1042
4	R	1042
4	W	1043
0	R	1043
4	J	1067
4	R	1067
4	W	1067
0	R	1067
4	J	1075
4	R	1075
4	W	1075
0	R	1075
4	J	1098
4	R	1098
4	W	1098
0	R	1098
4	J	1132
4	R	1132
4	W	1132
0	R	1132
4	J	1250
4	R	1250
4	W	1250
0	R	1250
4	J	1396
4	R	1396
4	W	1396
0	R	1396
4	J	1405
4	R	1405
4	W	1405
0	R	1405
4	J	1413
4	R	1413
4	W	1413
0	R	1413
4	J	1423
4	R	1423
4	W	1424
0	R	1424
4	J	1434
4	R	1434
4	W	1434
0	R	1434
4	J	1440
4	R	1440
4	W	1440
0	R	1440
4	J	1452
4	R	1452
4	W	1452
0	R	1452
4	J	1464
4	R	1464
4	W	1464
0	R	1464
4	J	1473
4	R	1473
4	W	1474
0	R	1474
4	J	1480
4	R	1480
4	W	1480
0	R	1480
4	J	1489
4	R	1489
4	W	1489
0	R	1489
4	J	1498
4	R	1498
4	W	1498
0	R	1498
4	J	1505
4	R	1505
4	W	1506
0	R	1506
4	J	1512
4	R	1512
4	W	1512
0	R	1512
4	J	1520
4	R	1520
4	W	1520
0	R	1520
4	J	1529
4	R	1529
4	W	1529
0	R	1529
4	J	1538
4	R	1538
4	W	1538
0	R	1538
4	J	1548
4	R	1548
4	W	1548
0	R	1548
4	J	1554
4	R	1554
4	W	1554
0	R	1554
4	J	1557
4	R	1557
4	W	1557
0	R	1557
4	J	1614
4	R	1614
4	W	1614
0	R	1614
4	J	1629
4	R	1629
4	W	1629
0	R	1629
4	J	1632
4	R	1632
4	W	1632
0	R	1632
4	J	1663
4	R	1663
4	W	1663
4	J	1663
4	W	1663
0	R	1663
4	J	1685
4	R	1685
4	W	1685
0	R	1685
4	J	1713
4	R	1713
4	W	1713
0	R	1713
4	J	1744
4	R	1744
4	W	1744
0	R	1744
4	J	1759
4	R	1759
4	W	1759
0	R	1759
4	J	1773
4	R	1773
4	W	1773
0	R	1773
4	J	1798
4	R	1798
4	W	1798
0	R	1798
4	J	1826
4	R	1826
4	W	1826
0	R	1826
4	J	1847
4	R	1847
4	W	1847
0	R	1847
4	J	1856
4	R	1856
4	W	1856
0	R	1857
4	J	1874
4	R	1874
4	W	1875
0	R	1875
4	J	1907
4	R	1907
4	W	1907
0	R	1907
4	J	1954
4	R	1954
4	W	1955
0	R	1955
4	J	1972
4	R	1972
4	W	1972
0	R	1972
4	J	1979
4	R	1979
4	W	1979
0	R	1980
4	J	1988
4	R	1988
4	W	1988
0	R	1988
4	J	1990
4	R	1990
4	W	1990
0	R	1990
4	J	2025
4	R	2025
4	W	2025
0	R	2025
4	J	2131
4	R	2131
4	W	2131
0	R	2131
4	J	2151
4	R	2151
4	W	2151
0	R	2151
4	J	2174
4	R	2174
4	W	2174
0	R	2174
4	J	2200
4	R	2201
4	W	2201
0	R	2201
4	J	2206
4	R	2206
4	W	2206
0	R	2206
4	J	2232
4	R	2232
4	W	2232
0	R	2232
4	J	2237
4	R	2238
8	N	2242
8	J	2242
4	W	2243
8	R	2243
8	W	2286
0	R	2286
8	J	2574
8	R	2574
8	W	2574
0	R	2575
8	J	2604
8	R	2604
8	W	2604
0	R	2604
8	J	2612
8	R	2612
8	W	2612
0	R	2613
8	J	2631
8	R	2631
8	W	2631
0	R	2631
8	J	2637
8	R	2637
8	W	2637
0	R	2637
8	J	2666
8	R	2667
8	W	2667
0	R	2667
8	J	2679
8	R	2679
8	E	2682
4	J	2682
4	R	2682
9	N	2684
9	J	2684
4	W	2684
9	R	2684
4	J	2689
9	E	2690
4	R	2690
4	W	2691
0	R	2691
4	J	2694
4	R	2695
4	W	2695
0	R	2695
4	J	3522
4	R	3522
4	W	3522
0	R	3522
4	J	3544
4	R	3544
4	W	3544
0	R	3544
4	J	3580
4	R	3581
4	W	3581
0	R	3581
4	J	3601
4	R	3601
4	W	3601
0	R	3601
4	J	3627
4	R	3627
4	W	3628
0	R	3628
4	J	3651
4	R	3651
4	W	3651
0	R	3652
4	J	3658
4	R	3658
4	W	3658
0	R	3658
4	J	3679
4	R	3679
4	W	3679
0	R	3679
4	J	3683
4	R	3683
4	W	3683
0	R	3683
4	J	3709
4	R	3710
4	W	3710
0	R	3710
4	J	3745
4	R	3745
4	W	3746
0	R	3746
4	J	3774
4	R	3775
4	W	3775
0	R	3775
4	J	3782
4	R	3783
4	W	3783
0	R	3783
4	J	3805
4	R	3805
4	W	3805
0	R	3805
4	J	3813
4	R	3813
4	W	3813
0	R	3813
4	J	3838
4	R	3838
4	W	3838
0	R	3838
4	J	3860
4	R	3860
4	W	3860
0	R	3860
4	J	3870
4	R	3871
4	W	3871
0	R	3871
4	J	3893
4	R	3894
4	W	3894
0	R	3894
4	J	3898
4	R	3898
4	W	3898
0	R	3898
4	J	3909
4	R	3909
4	W	3909
0	R	3909
4	J	3936
4	R	3936
4	W	3936
4	J	3936
4	W	3936
0	R	3936
4	J	3958
4	R	3958
4	W	3958
0	R	3958
4	J	3980
4	R	3981
4	W	3981
0	R	3981
4	J	4010
4	R	4010
4	W	4010
0	R	4010
4	J	4014
4	R	4015
4	W	4015
0	R	4015
4	J	4046
4	R	4046
4	W	4046
0	R	4046
4	J	4076
4	R	4076
4	W	4076
0	R	4076
4	J	4080
4	R	4080
4	W	4081
0	R	4081
4	J	4097
4	R	4097
4	W	4097
0	R	4097
4	J	4107
4	R	4107
4	W	4107
0	R	4107
4	J	4132
4	R	4132
4	W	4133
0	R	4133
4	J	4137
4	R	4138
4	W	4138
0	R	4138
4	J	4147
4	R	4147
4	W	4147
0	R	4147
4	J	4168
4	R	4168
4	W	4168
0	R	4168
4	J	4185
4	R	4185
4	W	4185
0	R	4185
4	J	4207
4	R	4208
4	W	4208
0	R	4208
4	J	4226
4	R	4226
4	W	4226
0	R	4226
4	J	4293
4	R	4293
4	W	4294
0	R	4294
4	J	4320
4	R	4320
4	W	4320
0	R	4320
4	J	4325
4	R	4325
4	W	4325
0	R	4325
4	J	4347
4	R	4348
4	W	4348
0	R	4348
4	J	4362
4	R	4362
10	N	4367
10	J	4367
4	W	4368
10	R	4368
11	N	4377
11	J	4377
10	W	4378
11	R	4378
11	E	4479
10	J	4479
10	R	4479
12	N	4482
12	J	4482
10	W	4483
12	R	4483
12	E	4669
10	J	4669
10	R	4669
13	N	4671
13	J	4671
10	W	4672
13	R	4672
13	E	4718
10	J	4718
10	R	4718
14	N	4723
14	J	4723
10	W	4724
14	R	4724
14	E	4796
10	J	4796
10	R	4796
10	E	4800
4	J	4800
4	R	4800
15	N	4802
15	J	4802
4	W	4803
15	R	4803
4	J	4807
15	E	4808
4	R	4808
4	W	4809
0	R	4809
4	J	5271
4	R	5271
4	W	5271
0	R	5272
4	J	5278
4	R	5278
4	W	5278
0	R	5278
4	J	5289
4	R	5289
4	W	5289
0	R	5289
4	J	5301
4	R	5302
4	W	5302
0	R	5302
4	J	5334
4	R	5335
4	W	5335
0	R	5335
4	J	5358
4	R	5358
4	W	5358
0	R	5358
4	J	5383
4	R	5383
4	W	5383
0	R	5383
4	J	5396
4	R	5396
4	W	5396
0	R	5396
4	J	5425
4	R	5425
4	W	5425
0	R	5425
4	J	5454
4	R	5455
4	W	5455
0	R	5455
4	J	5472
4	R	5472
4	W	5472
0	R	5472
4	J	5486
4	R	5486
4	W	5486
0	R	5486
4	J	5495
4	R	5495
4	W	5495
0	R	5495
4	J	5514
4	R	5515
4	W	5515
0	R	5515
4	J	5527
4	R	5528
4	W	5528
0	R	5528
3	J	6131
3	R	6131
3	W	6131
0	R	6131
4	J	7869
4	R	7869
16	N	7871
16	J	7872
4	W	7872
16	R	7873
17	N	7876
17	J	7876
18	N	7877
18	J	7877
19	N	7879
19	J	7879
20	N	7880
20	J	7880
16	E	7881
4	J	7881
4	R	7881
21	N	7883
21	J	7883
4	W	7884
20	R	7884
20	J	7899
19	R	7899
19	J	7914
18	R	7914
18	W	7914
17	R	7914
17	J	7929
21	R	7929
4	J	7933
21	E	7934
4	R	7934
4	W	7935
20	R	7936
20	J	7951
19	R	7951
19	J	7966
17	R	7966
17	J	7981
20	R	7981
20	J	7996
19	R	7996
19	J	8011
17	R	8011
17	J	8026
20	R	8026
20	J	8041
19	R	8041
19	J	8056
17	R	8056
17	J	8071
20	R	8071
20	J	8086
19	R	8086
19	J	8101
17	R	8101
18	J	8116
17	J	8116
18	R	8116
18	W	8116
20	R	8116
20	J	8131
19	R	8131
19	J	8146
17	R	8146
17	J	8161
20	R	8161
20	J	8176
19	R	8176
19	J	8191
17	R	8191
17	J	8206
20	R	8206
20	J	8221
19	R	8221
19	J	8236
