1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
0	W	115
4	J	493
4	R	493
4	W	493
0	R	493
4	J	557
4	R	557
4	W	557
0	R	557
4	J	635
4	R	635
4	W	635
0	R	635
4	J	665
4	R	665
4	W	665
0	R	665
4	J	734
4	R	734
4	W	734
0	R	734
4	J	781
4	R	781
4	W	781
0	R	781
4	J	792
4	R	793
4	W	793
0	R	793
4	J	840
4	R	841
4	W	841
0	R	841
4	J	850
4	R	850
4	W	850
0	R	850
4	J	915
4	R	915
4	W	915
0	R	915
4	J	991
4	R	991
4	W	991
0	R	991
4	J	1058
4	R	1058
4	W	1058
0	R	1058
4	J	1070
4	R	1070
4	W	1070
0	R	1070
4	J	1118
4	R	1118
4	W	1118
0	R	1118
4	J	1414
4	R	1414
4	W	1414
0	R	1414
4	J	1478
4	R	1478
4	W	1478
0	R	1478
4	J	1490
4	R	1490
4	W	1490
0	R	1490
4	J	1528
4	R	1528
4	W	1528
0	R	1528
4	J	1542
4	R	1542
4	W	1542
0	R	1542
4	J	1618
4	R	1618
4	W	1618
0	R	1618
4	J	1671
4	R	1671
4	W	1671
0	R	1671
4	J	1703
4	R	1703
4	W	1703
0	R	1703
4	J	1738
4	R	1738
4	W	1738
0	R	1738
4	J	1753
4	R	1753
4	W	1753
0	R	1753
4	J	1765
4	R	1765
4	W	1765
0	R	1765
4	J	1826
4	R	1826
4	W	1826
0	R	1826
4	J	1876
4	R	1876
4	W	1876
0	R	1876
4	J	1884
4	R	1885
4	W	1885
0	R	1885
4	J	1934
4	R	1934
4	W	1934
0	R	1934
4	J	1939
4	R	1939
4	W	1939
0	R	1939
4	J	1966
4	R	1966
4	W	1966
0	R	1966
4	J	1981
4	R	1981
4	W	1981
0	R	1981
4	J	2008
4	R	2008
4	W	2008
0	R	2008
4	J	2071
4	R	2071
4	W	2071
0	R	2071
4	J	2082
4	R	2082
4	W	2082
0	R	2082
4	J	2158
4	R	2158
4	W	2158
0	R	2158
4	J	2186
4	R	2186
4	W	2186
0	R	2186
4	J	2211
4	R	2212
4	W	2212
0	R	2212
4	J	2248
4	R	2248
4	W	2248
0	R	2248
4	J	2252
4	R	2252
4	W	2252
0	R	2252
4	J	2301
4	R	2301
4	W	2301
0	R	2301
4	J	2360
4	R	2360
4	W	2360
0	R	2360
4	J	2421
4	R	2421
4	W	2421
0	R	2421
4	J	2480
4	R	2480
4	W	2480
0	R	2480
4	J	2480
4	R	2480
4	W	2480
0	R	2480
4	J	2546
4	R	2546
4	W	2546
0	R	2546
4	J	2546
4	R	2546
6	N	2549
6	J	2549
4	W	2549
6	R	2549
7	N	2554
7	J	2554
6	W	2554
7	R	2554
7	E	2605
6	J	2605
6	R	2605
8	N	2606
8	J	2606
6	W	2607
8	R	2607
8	E	2704
6	J	2704
6	R	2704
9	N	2705
9	J	2705
6	W	2706
9	R	2706
9	E	2731
6	J	2731
6	R	2731
10	N	2733
10	J	2733
6	W	2734
10	R	2734
10	E	2813
6	J	2813
6	R	2813
6	E	2815
4	J	2815
4	R	2815
11	N	2816
11	J	2816
4	W	2816
11	R	2816
4	J	2818
11	E	2819
4	R	2819
4	W	2819
0	R	2820
3	J	3067
3	R	3067
3	W	3067
0	R	3067
4	J	5990
4	R	5990
4	W	5990
0	R	5990
4	J	6028
4	R	6028
4	W	6028
0	R	6028
4	J	6096
4	R	6096
4	W	6096
0	R	6096
4	J	6135
4	R	6135
4	W	6135
0	R	6135
4	J	6200
4	R	6200
